reviewerID,asin,overall
A2KB65SOJ51T4C,0310263662,5.0
AL6JIT43D8D4Z,6303232663,4.0
A3DZCNEU21MB6L,B0034G4P80,5.0
A2XRZV63X79YSJ,0792838955,5.0
A15TIAG5RDIGGY,B00005JLXE,2.0
A1FLDL0H5DCTG7,B00B4ZN3XQ,4.0
A3FY3H6F4249E0,B001L2ZSKS,5.0
AAGTL3PJ7GHXO,B005SHBO1Y,4.0
A30JPZ9TZ7I61U,B00A27O5AW,4.0
A3MQ672FYFNM7B,6305841985,5.0
AUNI7M1P9QKA6,B00067BCBI,5.0
A11FX8HL2ANK6T,B00005JPSE,5.0
A10C8MYBRCVVFT,B00005JM3A,5.0
A3N0LBOUQAD1BG,B00006RJCL,4.0
A12X2J7AVZ04IQ,B00003CXRG,5.0
AW3VZ5O895LRK,6305674116,5.0
A17DHFD2XQV4ZY,B0001O3YPI,5.0
A2C7BOQVFH1HLE,B0002MHDYW,2.0
A3UPYGJKZ0XTU4,B00021Y8U0,4.0
A284WUQS94AQ7A,B000EOTVBG,4.0
A2BC9TW5GO4XJR,6304963181,3.0
A1SWLQMDCKOZHU,B002UOKXNS,5.0
A3R1EYL25HLRC,0780623134,5.0
A2UYAFQ40U2PHS,630282351X,3.0
A2Z2DS60HRIER5,6300246981,5.0
A3LZGLA88K0LA0,B00005JKWW,5.0
A3O43XNKUGA5G5,B0001FVDQE,5.0
A2I7NGKA8LPN89,B00H9KKGTO,2.0
A3LTZGHZBBBQX0,B008CP2E7C,5.0
A2YM6JTQIBZ8YC,B000LAZDQA,5.0
A2OFFFNU4RZ0G5,B000FDFSGI,5.0
AIFXFHO2N9WJB,6303908306,5.0
A152C8GYY25HAH,B00005JLNZ,3.0
A3C92MFCGLHDBQ,B000063V14,4.0
AOA7DLVR783CM,B0002CHJYQ,5.0
A1BJJVV2B5VLUQ,630347327X,5.0
A38ZGQA8TN0MYH,B000MCH5RM,2.0
A1P2NBM3P3TS2X,B0000AMRUL,4.0
A2FQ1USWVZMPD8,B00004VVN9,2.0
A12IQ99MWM9YQ8,6305814694,1.0
AVB7IN1VP08RE,B001UNVDWA,1.0
A2K7ETEIA4AB5R,B0006SGYLA,4.0
A2EWC48FRNO3YP,B000095J2Y,4.0
A3QH6BEY6RYQR0,B0087IT86Y,5.0
A36AIK1DQPSRNT,B00005JPL5,4.0
A1BJOEQSRX2IBM,0790729377,5.0
AQP1VPK16SVWM,630347327X,5.0
A2NP4X9TUINMWD,B003UESJME,5.0
A1COW0UIB5HA9J,B0000DANYD,5.0
ANCOMAI0I7LVG,1417024917,3.0
AOWZQAE1TO0IA,6305971048,1.0
AUWUHBDBD7B6D,630196019X,5.0
A1LBMDHBZJGJ44,B00005JLSE,5.0
A1AAN285FE45GP,6304500831,5.0
A32B6XWNR55SRL,B004NBY242,5.0
A226XMHQ3ZX32R,B006OMMTAW,5.0
A1L6V03YBQ8UK0,B0036TGSIK,4.0
AHR9GFUXXEHY0,B000ZECQ08,2.0
A3Q1FVRV0CRYTH,B0001UZZOU,5.0
AGVWTYW0ULXHT,B000TZJBP6,2.0
AC8J9720ALDAT,6304233639,5.0
A13PPQ2GI1IJYM,B00ICWO0ZY,3.0
A3O7ZN77C7V8CQ,B0015FJYV0,5.0
A2A7NHE5HTK79N,6301863194,5.0
A29IYGR7SNPRIV,B00003CY5R,3.0
A3RFC02GSFFKTW,B0001K5GOO,5.0
A330IA5D5LQCG2,0792844645,4.0
A130YXZ5FZ1X0M,6302219205,3.0
A3ADUOVTY3TIRU,B00005Y1NF,5.0
A1DZYCASJNC9BQ,0764002465,5.0
A2ZELOPYDRS6VU,B004HHX9T6,5.0
A382SS3RQVTZF0,0792837096,5.0
A3F8T3BRXRX5P3,B008220CQU,2.0
A2R1HAXRNU0QX7,B002M36R50,4.0
A225HQMV8PRXIT,B0013D8LCW,5.0
A1U2EA59VYHYXU,B000R349JI,5.0
A1WJ5QRGA6HKJU,B0001JXQ2Y,4.0
A3N3SN2DDD4HCJ,0800123719,4.0
A1OZAYRJQAERTK,0790739240,3.0
A35DI28HRSEEP6,B0015OKWL2,3.0
A228NBNLYJ8V3J,B00005JLF2,5.0
A13WYB85YO16QI,B0041KKYEM,4.0
ACIBQ6BQ6AWEV,B00005JL6V,4.0
A1KIQ4P4ZW3ALF,B006C1S1DY,5.0
A1QDZ919YMYM9X,B0028RABR0,5.0
AVWU1O6TH3SXG,B002ZG983M,5.0
AGU2ZGUBFCJTJ,B00005JLTK,3.0
A2VJ80PM1G00QV,B00005JMAH,4.0
ARYWKFOWV7BFD,B00006C7G9,5.0
A3EBHHCZO6V2A4,6300182320,5.0
A75MSQQ3LN86Z,B00003CXDF,3.0
AEOBOF2ONQJWV,B001MT7ZEW,5.0
A247J4C31E2GE2,B004ZJ9VXY,3.0
A1PJZKEZQGREDY,B00AIBZKV0,3.0
AQE41QO3NEUMW,B000EOTWIS,5.0
AXZGH2XP4CPCS,B001OQCVH4,2.0
A356RFKNIG043B,B00DS7F6RY,1.0
A20L037OGCIXJB,B009AMAJPA,5.0
A2QWF2BJ2FM4R2,B003L77GMO,5.0
A2SR00PRDY3WSB,B005S9EK1S,3.0
A25HYPL2XKQPZB,B000F8DV1M,3.0
ANCOMAI0I7LVG,B001NJ19KW,5.0
A2X44DD1TN0P13,6301999436,5.0
A20LY8E9NGYA4M,B0001GOH6Q,4.0
A1I9B4PSCDDWOO,B00008W64E,5.0
A2RKI7RPP5CJMG,B00005JM4W,3.0
A2CWTJ4Z8TBKS2,B003VE9WU6,1.0
A3QAQUUPFIARWB,B000HWZ4R0,5.0
A141HP4LYPWMSR,6305080259,3.0
A1XJOSJN6FHFO0,B00006IUFW,5.0
A3V61K0EF38GP4,B0001AW066,5.0
AQXVDPXWOJLH3,B005LAII58,4.0
A168VXSISJWQN9,B00005JLZN,4.0
A18MBO1U4DPY20,B00HNGZKZO,2.0
A31VYFJN38A8QI,0780621832,5.0
A17OPP9X738GBT,B00004TS0J,4.0
A18GP1PWVTKXQQ,B00275EGWY,2.0
A1FXPZ5K1C1NBY,6304039565,4.0
A5ZJFVV0564T6,6302798434,5.0
AELYIVLHK0P24,B00H7KJTCG,5.0
A1X8BQQGCEHQ1V,B000ARTN3I,5.0
A1QF10TB8AYTA3,B004EPYZUS,4.0
A3ERCYTP5QGGM2,1572522240,1.0
ALJMBSD21254F,B005LAII44,4.0
A1TW9ZGRDQQZ2Y,B004XFZ3UU,2.0
A3M4MIU0HIMUT9,1608838137,5.0
A1YB29BIDULEYE,6300182193,5.0
AC06F0LPHI1TW,630264223X,5.0
A2C1QLRW696S9,0783211856,5.0
A18IQME5DCSH2L,B0051ZIXMQ,1.0
A1IH42TUIZ2XJL,B000MMMT9G,5.0
A94Z0RZNQHAWS,B001AVCFGK,5.0
A2HJB9J5O5CLPB,B00005JOIH,4.0
AGHJF2TEKY063,B007I1Q4W2,4.0
A10H47FMW8NHII,B003Y5H5H4,4.0
ALG3BXK0FP8M5,B00005JMYF,5.0
AYTRIH0C5TT24,B00HNGZM48,5.0
A358XP3X4U0X45,B000ION27G,5.0
A2DAHERP7HYJGO,B000YOX3HE,5.0
A2582KMXLK2P06,B000JU9OJ4,5.0
A2ZRP050WD6Q08,6301812123,5.0
A1N0LCPR7O7OLL,B00000JQSJ,5.0
AP9DRM51DEGT5,B002BIULQ2,5.0
A2SNUORW55MZWO,B000RO6K80,3.0
A8KDNHIYJ9339,6305588236,1.0
A2BFIYZYNK54QX,B005TK21WQ,2.0
A3GN9I0UYV08LC,6301967720,5.0
A28HBJOYP6BL62,B000QUEQ86,5.0
A1Q7A78VSQ5GQ4,0792838661,5.0
A1NSUJJCG73IRF,6300247104,4.0
A31A9GENAJYD64,B008JFUNYG,4.0
A26AZ371EZ8KEF,B00003CXWF,4.0
AOXL514GEE4AA,B00016MSV2,4.0
A1KIQ4P4ZW3ALF,B004NTC7EG,1.0
A2TAPL67U2A5HM,0783222548,2.0
AK37IB2M9OKZS,B0001Z3TX4,4.0
A2ZWFASNX8YBEE,0788832182,5.0
A25YSD8NC4UEPD,B002XMGGJM,5.0
A1YMZ3PYX65PGV,B00005JMEW,2.0
A2QI8REHESMD69,B00G2P79BU,5.0
A2O47GZ0COFWM7,078321958X,3.0
A3LZGLA88K0LA0,0784012644,4.0
A6AOLZK82A67C,0792846141,5.0
A256JCRXEIB2RO,B001TH16DI,5.0
AEQFYOI6YJ83Z,B0090SI3CA,5.0
A1F1FOR46702YF,B002ZG97YM,5.0
ADY76XRF9PZ5M,B00006G8J8,5.0
AJRFZ0VZ0LD26,B000SSQ7JC,5.0
A3MR1REKDWAQSV,6305132100,4.0
A1UFY2YWV81UZB,0790731002,4.0
A2AYEHC9KUBWWG,B000VWE5OY,5.0
A91BK8S5QH98K,B008GM1012,2.0
A305RVL6YTJM3L,B0013D8LA4,5.0
ANC96OOJ46FYS,B0012Z36EO,3.0
A3P121GNV5QYIN,0767808673,1.0
A2FRKEXDXDN1KI,B0051MKN5O,3.0
A1X1CEGHTHMBL1,6305622825,5.0
A1DRKVXO300RUE,B0012QE4Q2,4.0
A2584FQQKDKH0,630213014X,5.0
A328S9RN3U5M68,B00005JP90,3.0
A1MYQMS9IQ6247,B004BDOEZO,2.0
A3NH7PYU4AD5GA,0800141709,5.0
A3N0LBOUQAD1BG,630575067X,2.0
A17D77DFID0GZG,0767819446,4.0
A106016KSI0YQ,630024718X,3.0
A15OIIXX6Z0PAW,6304078250,5.0
A2NXAAR67XNJMA,B0002J58GU,5.0
A3K9000PUD5S9G,6300215539,5.0
ABO2ZI2Y5DQ9T,B00008DDUZ,1.0
A3MAROXCKBWMWV,6301972856,5.0
AI9AFNGL34D9O,B00005AUK4,5.0
A29R4FCO6RFX4K,0783222734,5.0
A1YQ6QB2127AJ4,B00003CXIY,3.0
A2F4SWXMNMXZNV,B000W4HIY0,5.0
A1IYGRATK4W76O,B00000I1DU,5.0
A144NRQVLUE8NG,B003EYVXZ0,5.0
AJDOFTYKGX6JY,B000G1R4R0,5.0
A1TR16L83BEC73,B0010ZR160,3.0
A2MMIZ653FBNPT,B00006684S,3.0
A126KX6FVI4T66,0788814664,5.0
A2R40C3P3AE0JA,B000CFYAMC,1.0
A134TLRMMNP8IL,B008XJM7T2,5.0
A2EDZH51XHFA9B,B005WV6YW0,2.0
A20EEWWSFMZ1PN,6301976258,5.0
A3QLAOOTFEHCJI,6302737249,4.0
A3LXKO2S6G2DBI,079284209X,5.0
AZRJH4JFB59VC,0790732181,3.0
A1D3HQWSVEMBAV,6300158764,5.0
A25AXWGBGJ5KBS,B0009PLLN6,3.0
A3HRBWBN7DH9XV,B000784WKO,4.0
A2R4XG0L7Z01V8,B0009JE7NI,4.0
A2BDPU4K4RIQH6,B0053O89WY,5.0
A3SU3TXON36T0X,6303593666,5.0
A2XBBQ36STNJ0G,B000ASDFHM,5.0
AL32HGC4TBIIB,B003L20ILA,5.0
A7Y8C2RLH7796,B006U1J5ZY,5.0
A2CLUVY0XTPRZK,0790742780,3.0
AQBRMBQ99ESI7,1417054069,4.0
AP3BHH73NCJEQ,B00005JNX0,5.0
A1FLDL0H5DCTG7,B0002YLC24,4.0
A3SS6VRWCTB7V,B009AMANBA,3.0
A127QK9NGFEBJQ,0783226152,5.0
A1GSR7RGCG1QYZ,B0000640VR,3.0
AODKUG6FAKD2Z,B000059H7Q,4.0
A3UEK1302ECDAB,B0006N2EZA,5.0
A192UPT6KST3E2,6302424909,5.0
A3ICHEO78NFE4Y,6300251004,5.0
A3N3SN2DDD4HCJ,1567301738,5.0
A36AH31X84FIC8,B000VFVF4E,5.0
A3I8GC0R44ON1L,6302426200,5.0
ABIY2GGW6ZWD1,1574922688,5.0
A2809U2S14N0K1,B004A8ZX28,3.0
A32T2H8150OJLU,6304056745,3.0
A6X6LNZO1C3EZ,0767802551,2.0
AMA6SPA2A43JH,B00005JMFH,4.0
A2QCV09RS094YU,6304383827,2.0
A1FL9JCI32TC0Y,6302561868,5.0
A35HMLOGI89BG,B0007QS324,4.0
A1RHM4JTUYXKSG,6300209296,5.0
A2JG0Z691ZEC5,6300183181,3.0
A20NP80YPFGPNJ,B00005RIYM,3.0
A8V4KMU6BXKG,B00005K3OT,3.0
A26E68WQMH85NO,0780626966,5.0
A2GM086G1MOUOY,1573624101,5.0
A37BTU85F17716,0792846133,5.0
AQPUG4UOAWW4H,6305892806,5.0
A96JD9312DHWC,B000BUFCJS,5.0
A1ASP2IZ6WG84U,0788821075,5.0
A2QS6Y2IWZNQZK,B00742SXOM,4.0
A25K6IQCFX5SDM,B000SFJ4K4,5.0
A1FG91CM8221X1,157492589X,5.0
A3RB00R6GOWEK2,1559409002,3.0
A20EEWWSFMZ1PN,B001GCUNZI,4.0
AIPCSJIALE56H,6304765789,5.0
ASSCA9IS0GWF5,B00005JPLW,5.0
ABH4G7TVI6G2T,B00000F5N1,4.0
ABN5K7K1TM1QA,6303023037,5.0
A2N6K4RFSPY2GV,B009934S5M,4.0
A8WXLST0944GZ,B001L1S1PI,4.0
A1XV95ID4PBQSH,B00004Y574,5.0
A31I3HXMD5H1EL,630305725X,5.0
A33QAS2S0I9WDZ,B008JFUNKU,5.0
A8WZ4YFQB77HC,6302380596,5.0
A3ANO8MT4P12D8,6300988996,5.0
A3AY3EV2MFRFGG,6303521436,3.0
A3P121GNV5QYIN,B0000C23T1,5.0
A2GEB05H8G2Z5A,0783241399,2.0
AZ1Z6EM4T09M8,6300182193,5.0
A23ZUK1J474V80,B00006WUWQ,5.0
A31U2QT7SAL7K,0784010188,5.0
A11C43I615R52G,0792833171,5.0
A2ZQXJD7YUIEHB,B004IK30PA,4.0
AXPAIEE0732A9,1558908846,4.0
A2DAHERP7HYJGO,B0051MKN5O,5.0
A3DGVB3T5QJNRE,B001PR0Y6W,5.0
A19ZXK9HHVRV1X,B002VECMB8,4.0
A14BTJRH9VNLJJ,0788811401,5.0
A828KHAB46C9A,B0006TPE4C,1.0
A3I7CRNHGZVWXP,6300214087,3.0
A153NZD2WZN5S3,6304410832,4.0
A3VFR4P8BE9P70,B0013Z5B0A,5.0
AIA1EG1IVL1RW,B000BNX3BE,4.0
A3ROZK0G84RGMZ,B000AXWHS0,1.0
A3GKOMCQTTWPUI,6305781052,2.0
AA7W0CFRXF46L,B000YIGNKE,2.0
AJKWF4W7QD4NS,0780630904,5.0
ANCOMAI0I7LVG,B005LAIGSM,3.0
A34BVIEKVFL1CR,B00014NEZI,3.0
AMU75GZ5YPWAY,B001PPGAIU,4.0
A3UKBPJ19RDC3I,B003UESJBU,3.0
A2FBIF1FKBC193,B00005JPA6,5.0
A2SXMER38SJTQ5,B000B5IP4W,5.0
A10ODC971MDHV8,6303073085,5.0
AEGYKCHYY809X,1560686413,4.0
A1ALOIPRR8Q06J,6303295576,5.0
A1JJFE6IMCMZTM,B00AZNEW5G,5.0
AJVFPC26GHXGF,6300270912,4.0
A3N0W30NX6P4KR,B001DN0US0,4.0
A2FT7XIQYANN87,B00005JK8K,5.0
A3BT5ZLAZ87H1Q,B001AR0D6I,3.0
ATNX84AGYIN39,B00001U0BK,5.0
AQCD1307TM93R,B00003CXPJ,5.0
A2E6X695P0PPEL,B004LWZW8I,1.0
A10QLNY7BVW70L,B002IFT1ZA,4.0
AOM8KYW7X3WY0,B008JFUNTG,3.0
AQBRMBQ99ESI7,6303257828,5.0
A220FJEQNGMSRN,6300269124,5.0
A1GRPBJ38IVX54,B0001AW0HU,3.0
A1EAMAQ8BSI0LY,B00ETHN9L2,5.0
A8S11VP9Z36D6,B000OHZJG4,4.0
AXU4XYYXJSBEF,B00008HCA5,3.0
A16BJ43Z46QS3N,0800177029,4.0
ANYDF6GKK7PA4,B00030590I,3.0
A2A1AJO2GNTG6W,6301773586,5.0
A15Q7ABIU9O9YZ,0783226853,5.0
A2PHZ59I29MPF6,6300988767,5.0
AQBRMBQ99ESI7,B000006O4Y,4.0
AFZ41PKYX29G0,B000051YMS,4.0
AGZVS6M8XJGN6,B000O5B4BU,4.0
A2BPDFR58H9575,6302969425,5.0
A24WJ5JC76X7D3,B000BB1MIW,5.0
A3PF2NF7LX3CAB,6303593135,4.0
A3CPJYAQMCUGNR,B0014D5RBE,5.0
A3GEX2Z363SNGE,6300213803,4.0
AODKUG6FAKD2Z,630015002X,5.0
ARHIP94W9PFZG,B005S9EJ14,4.0
A2KZEL0AV6YSNL,B000777JH8,3.0
A1LVZOK9F7K4CN,0780020707,5.0
AACEZE2YPTJ5D,6302973570,5.0
AFHKFOO046N00,B00003CXXO,1.0
A18G7GG53G2X8A,B002CAWNDS,4.0
A2ZEP41O7N9OEV,B004OUZLBA,5.0
AZ78HT7H9DVJG,B000J103OI,5.0
A103EXN5Q7HX6Z,B00008978T,3.0
A1AUK3KZC0JUN6,630284178X,3.0
A1FXZ7D3Y1YY2L,0767819470,5.0
A2B7WKCO6CSMEH,0767814037,5.0
A1H2ZJB0SS9NKP,B001TH16DI,5.0
A3STFVPM8NHJ7B,B001RHGRSY,4.0
A2EDZH51XHFA9B,0784011796,2.0
A1NVW4NUXPOSJB,0790732181,5.0
A2AMREE1VCCYPZ,B00HQOFAKI,5.0
A1WGF3DAX2WUV0,6305958041,1.0
A2VX0PZ1ZDWVDR,B008JFUMC4,4.0
A34PAZQ73SL163,B00004ZEU2,3.0
A3L61G6N7AT8N2,B000AM6MVO,1.0
A2XVRCU5DQBULH,6305259402,4.0
A3FUBUJAIGM87T,6304288433,5.0
A1D2C0WDCSHUWZ,0790748207,1.0
A30Q6FYEC4QXKY,B00009MEC4,1.0
A3KY68OTSNHM3G,B0009MWELW,4.0
A1OB5L3WMHJAD9,B003J27WFW,4.0
AZVY9Y3A0YU1I,6302969700,5.0
A3VUSYA3W0FVV7,6300189821,5.0
A31U2QT7SAL7K,B00005V1WY,3.0
A17VI5JKD3AQFH,B00092ZMDY,2.0
AQX6OZYS42U6C,B0007TKNI8,4.0
AGV1VCYT6GBTW,B004HW7JNS,5.0
A9VRXIMYA721W,B008JFUN50,5.0
A37ZFR7C10UXJ6,B003T04NCY,3.0
A2SR8CWDTIKXAT,630223168X,5.0
A2GA2SO3YK6CXI,B000TGCR38,5.0
AV5H2I9CHN8YI,B005LAJ212,5.0
A1XVIH766TL6T2,B002LMSWN2,5.0
A3MV1KKHX51FYT,B004Z74X0M,4.0
A2912N2K91AP8Z,B002ZG9864,5.0
A1QY4SPQ8IF30K,6305364664,5.0
A2EBLL2OYEQJN9,6304484054,5.0
A2H0Q6AGS7X55I,6303956998,5.0
A3UP4AV1A8Y6XH,6303047564,5.0
AQBLSVM99KLKK,079070546X,5.0
A2R5VKE4YO966D,B007REV6K0,2.0
AWMNPNH2LXFGX,6305364664,3.0
A2PV6GK1HV54Y9,B00030M9OW,5.0
A2X2399HZGKQBJ,B000SSQ7JW,5.0
A8F2AZWB20X1H,B001GKJ2DE,4.0
A17FLA8HQOFVIG,6305006571,2.0
AW1493ZQTQ2ET,B0051MKMNC,4.0
A83RWY3WI0725,B003ZSJ212,5.0
ATZ1LTONGHOP6,B00008DZ8M,4.0
A1S1BJFTA644TU,B005LAII3A,4.0
A3MV1KKHX51FYT,6304111347,1.0
A19BTO59X1BYGS,B00579YI1G,5.0
A2JU4FUSW1PBEC,6302561868,3.0
A192KEPM0HW6AC,B000JMK6LW,3.0
AM7Q5M3W8CZMM,B004LWZW4M,4.0
A2DAHERP7HYJGO,B004JHYTHK,2.0
A1V2TIPBEEMMDS,B004EPYZPS,4.0
A3MCVZASE135WU,B000059PPN,4.0
ADES8B01WRPI3,B0007Q6VXC,5.0
A3O536E2YOKK4Y,6302548748,3.0
A2G1BMXBBZRPEP,B0002MFGCI,4.0
A27MOT4ZIUAKIW,B000F5WR4W,5.0
AEQFYOI6YJ83Z,B00112S8RS,5.0
A1TBSKSPZHAYHG,B000050NS2,5.0
AYC3Y4QX7GATV,0783225881,5.0
A20WKQ948WZOQJ,B000B6CODY,5.0
A9Q28YTLYREO7,B0007N1A36,1.0
AUHG8KSHI529U,B0012IWO0I,5.0
A2WFY5XE1T8UT,B006X040NY,4.0
A3R2YB0WTTB0IJ,0792165020,5.0
A3VSX2TJM78WMT,0790729652,5.0
A2XZE1TB784HKX,B00005JLQE,5.0
A26YCV25Q02M43,1616842490,3.0
A3FC2NHA7USWWM,B009NNM77E,5.0
A29HFYCBM6I922,B00F37VHPM,5.0
A1SPB225CVTRUU,B00005JNBQ,4.0
A2UD8A6JDZ8L4M,B000A8NZ0O,2.0
A1WRXACOKPITBQ,B001XRLWPQ,5.0
A20Q1ROFHUY91A,6301969510,1.0
A3H7HJ8O42U70Z,B00005JL7Q,5.0
A18OO36FKDA5LK,B0002F6BTM,5.0
A3H9JSM1SUTE4O,B005BYBZKY,5.0
AKYNIMNI8LOBP,B000066C6I,2.0
ARFCORBCTKX1J,6300249964,5.0
AF2RSNAFVC88Q,B008220BLG,5.0
A3UPYGJKZ0XTU4,B000N6U0DS,4.0
A3FEX9SZ1CZIZ7,6304938721,4.0
A3UKTNO55W5JFZ,6304961685,5.0
A3ITMG024XRQF9,B0001AVZA8,5.0
AZB4CQ9JZSUQB,B00001IVFP,5.0
A3KKM0T1KY42HA,B001IBIHQ4,4.0
A1GB0HW46Y2EB,0767849493,3.0
A1VCLTAGM5RLND,B0009JE57G,2.0
A3HI2HBUS8MITB,6302247829,4.0
A3I7OX03X6KDMN,B000F2BNW2,3.0
A3OJPC8MOBI3X4,0784011796,5.0
A2Z3504HDYX6OX,B00005V1WY,4.0
A7DYIF3BODIRH,B0000AQS3X,5.0
A3N6GAJTEOF4MO,B000UJ48OU,4.0
A1S3C5OFU508P3,B00005M20J,5.0
A1V0898YIRFAS3,6304826192,5.0
A3UDYY6L2NH3JS,B000HWZ4DE,4.0
A3FHSLWEMH7JD8,0767824571,3.0
AQSNJ8HQ3WHMS,B0006BAWYM,5.0
A3A6GXILVT9JNW,B001B0H7DG,5.0
A9LAPV8XNKZVZ,B0057LOEGS,4.0
A7FD68P6LMQ6S,B00008DDIH,3.0
A1C58YXM2A30CY,6301276949,3.0
AIB7Q9898RUS2,B00BEIYHO2,5.0
A38LRJRBLC8SYK,B00005QZ7U,3.0
A3C6X0DAM87GN4,6305426678,2.0
A106YXO3EHVD3J,B003Y5H524,5.0
A3CL8BFEWRRQSO,B00007CVSH,5.0
A2TJWNRBBU82FQ,0792839625,2.0
A192Z1UVDNK88E,B0009OL7Z4,2.0
A3ENMP8DVOL2DP,B0021L8UXA,5.0
A2PR6NXG0PA3KY,B00280QNK6,5.0
A1RJXO99BU5ZU5,B003NOGNQU,3.0
A2G2YKI7Q4BZXO,B0090SI3ZW,1.0
A26N27LJVQNVI1,6301208773,5.0
A1O3B5X4RZDKSF,B000059TEQ,5.0
A3MK3YW2QKBAO5,B000291Q3O,5.0
A2W82ICVTTYAOY,B003DKJ5ZU,3.0
A2XJWS787GHPQD,B0006IUDC6,3.0
A2NACIQH1P8J01,0790729733,3.0
ALEEUYVH3Q5SE,B0001WTWU6,2.0
AMGBG9C71MSRJ,6303257178,3.0
A96JD9312DHWC,6303455204,5.0
A2WCRX5OQM6FED,B0009VBTOG,2.0
A3CTF1BWZQ1THN,6302760046,4.0
A2B73CL3QSYWLB,B002ZG977Y,3.0
ALH5NL8EKK58Q,B001GCUO7A,5.0
A34D06JL7LC6MU,0792106164,5.0
A2PMQH87R1H3QU,B00008EY9G,5.0
A1G69BQLIUMWPN,B00005JO28,4.0
A18S2VGUH9SCV5,B002RD55JE,5.0
A9XKE4OE48BNK,B004L9GM5S,1.0
A1SOR3XLU4IQU3,B000EXDSBG,5.0
A313OU4NOWZDBY,6303038743,3.0
AK61LQI92GTCH,6304111282,3.0
A356XBNR3O2R47,B000AOL0GY,5.0
A2DMEJI0Z0H99J,B00005JP8O,3.0
A2N6RRNCN99DBD,B00002E22E,4.0
A2B3Z2QHW3V35S,6302994071,5.0
A1Z1NQJUJQ5CRO,6304481691,4.0
A2VP7JOT3K7PFM,080013088X,5.0
A3OFLV3HK4OWMQ,B004QOB8O8,5.0
AX6YZZ47ZWUPW,6301969871,5.0
A3ADFUS74MLPMA,B000A8NZ0O,4.0
AUTBHG6070SL4,B000AARKO4,4.0
AGEIT17HENDIS,6302224349,4.0
A29UPQ6DZ4FQJK,B0001I55O2,4.0
A2ASGVGXK1ZREL,B0080QOL10,4.0
A15G16ADS7EP7J,B000FS9MVA,5.0
AIMR915K4YCN,B006QWC2ZC,5.0
A24YC7ZYSOZQZD,B000BUFCJS,5.0
A22IKRUP8SBR7K,B0001K2L4M,4.0
A30TQET02FLSUX,B002VECMB8,3.0
A4QLDIXXNK6E3,B00003CXRA,4.0
A1OCBTAC2FSH1Y,B00006C7G9,5.0
A3KKM0T1KY42HA,6302038308,5.0
A2HJB9J5O5CLPB,076781214X,5.0
A1GPGBHBI6T2HJ,B00003CWT6,5.0
A2GCHG6U8HTVIT,B0007PALOI,2.0
A16CZRQL23NOIW,6303049079,5.0
A2PNTEDGMOLMOY,B002ZG99N6,4.0
A2I92HD4VS0SJW,6304673078,5.0
A2OZBJ58CML9OS,6302038286,3.0
AQ38OU6SRFGU5,B00005JL78,4.0
A3ITTX33YHDJSE,B00AW0KHTM,5.0
A1Q7A78VSQ5GQ4,B003UESJH4,5.0
A19Y68G415SW8G,B0024396EM,5.0
A30TK6U7DNS82R,B0013GS3WW,4.0
A152C8GYY25HAH,B00003CXDF,3.0
AJKWF4W7QD4NS,1558908846,3.0
A20DZX38KRBIT8,B005LAIIAI,5.0
A1J9S070L0MVWX,B001OQCV6A,4.0
A2AHS9Q36KZG9X,B001DZOC3W,1.0
AR6MI6AVH9YML,B001BMGXTI,5.0
A1RMX4KL1Y4QQB,B00005JLRE,5.0
A2FRKEXDXDN1KI,B001IDZLCK,5.0
A1CJE1I3FZ32ID,6302897300,5.0
AQVBOVE8P7K3J,B001993Y2C,4.0
AXY47NDZ5M755,6303333079,5.0
APP45XD85ARYL,0780020685,4.0
A366S12KCZ280V,B00006B1HI,5.0
A1DKTADWRPKNYI,B0087ITBPC,5.0
ABSK24DNN9V6H,6304905386,5.0
ASXW7UQXGMNJL,6301973259,5.0
A2UI2GW70Q8EXA,630438386X,5.0
A1OYW08VVPMP3Q,B00005JNX0,3.0
A81P47EIXM8HA,0790734605,2.0
A1AP0OUIDWW9A8,B0002ERXC2,5.0
AFSFRSVWGQZC6,B000ERVJKO,5.0
AJ6BE7SE5HQN3,B002ZG976U,3.0
A3DGHLV84CJRPZ,B000228EBS,5.0
ASRA2UZ3JV87B,B0007OY31G,2.0
A1F4FG2F7I116O,B000OVLBG2,5.0
A1LTKJ9UTZ9NVI,0790730960,3.0
A2GCHG6U8HTVIT,B000Q7ZKX4,3.0
A3TD7B0CT1NHO4,B00003CXSM,3.0
AYG1U47VFZ165,B0000VAFNQ,2.0
A1VZLLDNLURGJB,630587493X,4.0
A1TA07IXHPRR15,B00C8CQRQ4,5.0
AVCS8UO9ED9AS,B0024FAR52,5.0
A65XH6L5BUX0X,6300269256,3.0
A1KMG1AIUS00DC,B00092ZLC6,5.0
A3VHUQ85RH0BC3,B00005JND2,3.0
A2GUFUEIW9P6BL,B00003CXSF,3.0
A3EBHHCZO6V2A4,6300269558,2.0
A30LMTLC9XVWKJ,B000087F7A,5.0
A1CHSP7NKY3YB2,B000053W5J,5.0
A2D7NX9ZYBJZ13,B00008EY63,5.0
A35DG9KDVHL20V,B000HDZK4Q,4.0
A1XT8AJB7S9JJG,B007IJKQG4,3.0
A56IAIR71TPP5,0783216084,5.0
AJKWF4W7QD4NS,B000TJBN62,4.0
A1NIGUK4M2ST8,B005LAIH2W,5.0
A39CX0EE4BZCZC,B00005B1WQ,3.0
A2AWYG5JJVO0HP,B0033AGJ5Y,3.0
